time,open,high,low,close,volume
2021-05-11 15:00:00,620.25,621.31,618.26,618.68,221313
2021-05-11 14:55:00,620.33,621.1994,618.26,620.395,319641
2021-05-11 14:50:00,618.5301,620.78,618.05,620.7235,292166
2021-05-11 14:45:00,618.25,619.85,617.6,618.5,224257
2021-05-11 14:40:00,620.1,620.79,617.65,618.37,224811
2021-05-11 14:35:00,622.7,623.219,619.0,620.06,304125
2021-05-11 14:30:00,619.19,623.47,619.0861,622.88,393794
2021-05-11 14:25:00,618.0326,619.5,617.89,619.24,286893
2021-05-11 14:20:00,617.1,617.99,615.55,617.9597,263073
2021-05-11 14:15:00,619.0387,619.67,616.3,617.283,248899
2021-05-11 14:10:00,620.984,622.0,618.89,619.03,210145
2021-05-11 14:05:00,619.63,621.89,618.4,621.02,424668
2021-05-11 14:00:00,619.52,620.28,617.84,619.6271,360467
2021-05-11 13:55:00,621.95,622.12,619.16,619.52,373632
2021-05-11 13:50:00,624.53,624.65,621.64,621.95,362316
2021-05-11 13:45:00,622.16,624.9882,621.4001,624.32,411017
2021-05-11 13:40:00,621.193,623.0,620.51,622.1999,376359
2021-05-11 13:35:00,620.2545,622.17,619.75,621.092,335983
2021-05-11 13:30:00,617.81,620.6005,617.66,620.186,343659
2021-05-11 13:25:00,614.79,617.94,614.4895,617.66,315050
2021-05-11 13:20:00,612.755,615.1885,612.0,614.89,206511
2021-05-11 13:15:00,614.4,615.0051,612.16,612.46,212710
2021-05-11 13:10:00,614.48,615.7199,613.52,614.4,286048
2021-05-11 13:05:00,611.28,614.5,610.35,614.4369,343776
2021-05-11 13:00:00,610.2599,611.47,609.2501,611.3466,316782
2021-05-11 12:55:00,613.1037,613.41,609.56,610.215,296811
2021-05-11 12:50:00,612.86,614.22,612.4,613.0965,173453
2021-05-11 12:45:00,613.6582,613.95,611.7,612.8,228520
2021-05-11 12:40:00,612.36,614.88,611.1,613.52,398885
2021-05-11 12:35:00,614.4094,614.87,611.5,611.9915,372541
2021-05-11 12:30:00,616.7,616.7,613.63,614.4101,391849
2021-05-11 12:25:00,619.08,619.4,616.09,616.8,333753
2021-05-11 12:20:00,619.7034,620.75,618.54,619.2,331963
2021-05-11 12:15:00,619.5529,621.88,618.3,619.6558,345783
2021-05-11 12:10:00,618.1224,621.0,617.21,619.64,474697
2021-05-11 12:05:00,614.955,619.8687,613.6,618.3448,591595
2021-05-11 12:00:00,615.65,616.42,614.17,614.77,313932
2021-05-11 11:55:00,613.33,616.66,612.49,615.67,361785
2021-05-11 11:50:00,611.2604,614.89,610.59,613.42,439015
2021-05-11 11:45:00,616.68,617.08,610.58,611.23,466381
2021-05-11 11:40:00,612.79,617.72,612.06,616.83,526539
2021-05-11 11:35:00,615.45,617.0,612.67,612.67,489855
2021-05-11 11:30:00,615.1001,618.4,614.67,615.38,621413
2021-05-11 11:25:00,613.0603,616.25,610.67,615.1001,775468
2021-05-11 11:20:00,608.39,613.53,607.4,612.97,623752
2021-05-11 11:15:00,604.06,608.74,603.34,608.6414,540396
2021-05-11 11:10:00,602.83,605.5055,602.27,603.96,429547
2021-05-11 11:05:00,608.36,608.3999,602.571,603.08,514395
2021-05-11 11:00:00,610.2,612.0,607.13,608.23,489983
2021-05-11 10:55:00,607.0,612.4699,606.3201,610.1,708040
2021-05-11 10:50:00,604.88,608.59,602.29,606.58,954076
2021-05-11 10:45:00,602.05,608.33,601.3501,604.9561,914930
2021-05-11 10:40:00,604.28,606.66,600.3,602.21,988188
2021-05-11 10:35:00,604.51,606.98,602.34,604.26,882767
2021-05-11 10:30:00,612.49,612.7999,604.16,604.43,1019786
2021-05-11 10:25:00,613.87,616.91,611.1,612.305,716959
2021-05-11 10:20:00,617.5,618.6,610.75,613.77,974922
2021-05-11 10:15:00,614.6993,620.0,614.4225,617.69,733557
2021-05-11 10:10:00,621.46,622.4734,614.2735,614.39,1067711
2021-05-11 10:05:00,625.24,625.6,619.54,621.51,989472
2021-05-11 10:00:00,619.435,625.34,616.73,625.2267,1045112
2021-05-11 09:55:00,607.38,621.0,607.38,619.19,1262680
2021-05-11 09:50:00,613.4895,614.66,606.16,607.6896,1135007
2021-05-11 09:45:00,604.0,616.86,603.9825,613.4515,1592223
2021-05-11 09:40:00,599.13,606.0,595.6,604.1484,1625950
2021-05-11 09:35:00,599.24,608.79,596.87,598.93,2789103
2021-05-11 09:30:00,591.24,599.5,590.49,599.19,177872
2021-05-11 09:25:00,591.97,595.25,590.1301,591.0,142021
2021-05-11 09:20:00,588.9,593.55,587.6,592.25,140942
2021-05-11 09:15:00,585.46,589.39,585.22,588.64,140030
2021-05-11 09:10:00,583.88,586.1,582.69,585.25,138023
2021-05-11 09:05:00,582.64,584.48,580.3,583.9,189707
2021-05-11 09:00:00,580.25,583.7,580.01,582.9,69684
2021-05-11 08:55:00,580.59,581.4,579.12,580.21,46728
2021-05-11 08:50:00,580.8,581.37,579.7,581.0,52555
2021-05-11 08:45:00,579.73,581.32,579.02,580.45,57513
2021-05-11 08:40:00,580.56,582.0,579.66,579.66,93997
2021-05-11 08:35:00,580.0,581.0,578.0,580.5,115655
2021-05-11 08:30:00,583.53,583.9999,579.3,579.52,134664
2021-05-11 08:25:00,584.09,585.5,583.5,583.55,65390
2021-05-11 08:20:00,584.85,585.99,581.99,584.0,110010
2021-05-11 08:15:00,586.669,586.669,582.51,584.62,119607
